일자,노선,시간,정류장,승차승객,하차승객,환승
2021년 06월 19일,711번(신탄진~대전역),5:00,금강엑슬루타워,1,0,0
2021년 06월 19일,711번(신탄진~대전역),5:00,신탄진시장,1,0,0
2021년 06월 19일,711번(신탄진~대전역),5:00,신탄진동행정복지센터,1,0,0
2021년 06월 19일,711번(신탄진~대전역),5:00,새여울아파트,2,0,0
2021년 06월 19일,711번(신탄진~대전역),5:00,신탄진고등학교,1,2,0
2021년 06월 19일,711번(신탄진~대전역),5:00,석봉초등학교,1,0,0
2021년 06월 19일,711번(신탄진~대전역),5:00,선바위,2,0,0
2021년 06월 19일,711번(신탄진~대전역),5:00,신대주공아파트,1,1,0
2021년 06월 19일,711번(신탄진~대전역),5:00,와동초등학교,1,0,0
2021년 06월 19일,711번(신탄진~대전역),5:00,읍내동현대아파트,1,0,0
2021년 06월 19일,711번(신탄진~대전역),5:00,영진아파트,1,0,0
2021년 06월 19일,711번(신탄진~대전역),5:00,법동주공3단지,6,0,0
2021년 06월 19일,711번(신탄진~대전역),5:00,대흥동우체국,1,0,0
2021년 06월 19일,711번(신탄진~대전역),5:00,삼성초등학교,1,0,1
2021년 06월 19일,711번(신탄진~대전역),5:00,한밭자이아파트,1,0,0
2021년 06월 19일,711번(신탄진~대전역),5:00,한남대학교,2,0,0
2021년 06월 19일,711번(신탄진~대전역),5:00,대전신학대학교,1,0,0
2021년 06월 19일,711번(신탄진~대전역),5:00,한숲아파트,1,0,0
2021년 06월 19일,711번(신탄진~대전역),5:00,동대전고등학교,1,0,0
2021년 06월 19일,711번(신탄진~대전역),5:00,중리동주민센터,1,0,0
2021년 06월 19일,711번(신탄진~대전역),5:00,중리근린공원,3,0,0
2021년 06월 19일,711번(신탄진~대전역),5:00,삼정하이츠타운,3,0,0
2021년 06월 19일,711번(신탄진~대전역),5:00,읍내동현대아파트,0,1,0
2021년 06월 19일,711번(신탄진~대전역),6:00,금강엑슬루타워정문,2,0,0
2021년 06월 19일,711번(신탄진~대전역),6:00,신탄진시장,2,0,0
2021년 06월 19일,711번(신탄진~대전역),6:00,신탄진고등학교,3,0,0
2021년 06월 19일,711번(신탄진~대전역),6:00,석봉초등학교,1,1,0
2021년 06월 19일,711번(신탄진~대전역),6:00,남경마을,1,0,1
2021년 06월 19일,711번(신탄진~대전역),6:00,평촌동,0,1,0
2021년 06월 19일,711번(신탄진~대전역),6:00,신대주공아파트,1,1,0
2021년 06월 19일,711번(신탄진~대전역),6:00,와동초등학교,1,0,0
2021년 06월 19일,711번(신탄진~대전역),6:00,읍내동현대아파트,2,0,0
2021년 06월 19일,711번(신탄진~대전역),6:00,법동주공3단지,2,0,1
2021년 06월 19일,711번(신탄진~대전역),6:00,안산도서관,6,1,0
2021년 06월 19일,711번(신탄진~대전역),6:00,중리시장,3,0,0
2021년 06월 19일,711번(신탄진~대전역),6:00,중리근린공원,3,1,0
2021년 06월 19일,711번(신탄진~대전역),6:00,중리동주민센터,2,4,0
2021년 06월 19일,711번(신탄진~대전역),6:00,한남병원,1,1,1
2021년 06월 19일,711번(신탄진~대전역),6:00,동대전고등학교,6,0,0
2021년 06월 19일,711번(신탄진~대전역),6:00,한숲아파트,2,1,0
2021년 06월 19일,711번(신탄진~대전역),6:00,한남로삼거리,5,0,0
2021년 06월 19일,711번(신탄진~대전역),6:00,대전신학대학교,3,1,0
2021년 06월 19일,711번(신탄진~대전역),6:00,한남대학교,1,0,0
2021년 06월 19일,711번(신탄진~대전역),6:00,한남오거리,2,4,0
2021년 06월 19일,711번(신탄진~대전역),6:00,대덕구청,3,3,0
2021년 06월 19일,711번(신탄진~대전역),6:00,솔랑마을아파트,1,4,0
2021년 06월 19일,711번(신탄진~대전역),6:00,한밭자이아파트,2,1,0
2021년 06월 19일,711번(신탄진~대전역),6:00,삼성초등학교,0,12,0
2021년 06월 19일,711번(신탄진~대전역),6:00,대전역,0,12,0
2021년 06월 19일,711번(신탄진~대전역),6:00,으능정이거리,0,2,0
2021년 06월 19일,711번(신탄진~대전역),6:00,대흥동성당,0,1,0
2021년 06월 19일,711번(신탄진~대전역),6:00,대흥동우체국,0,1,0
2021년 06월 19일,711번(신탄진~대전역),6:00,베스티안우송병원,1,0,0
2021년 06월 19일,711번(신탄진~대전역),6:00,대흥동성당,3,0,2
2021년 06월 19일,711번(신탄진~대전역),6:00,으능정이거리,1,0,1
2021년 06월 19일,711번(신탄진~대전역),6:00,대전역,4,0,3
2021년 06월 19일,711번(신탄진~대전역),6:00,한밭자이아파트,1,1,0
2021년 06월 19일,711번(신탄진~대전역),6:00,솔랑마을아파트,1,0,0
2021년 06월 19일,711번(신탄진~대전역),6:00,대덕구청,2,2,0
2021년 06월 19일,711번(신탄진~대전역),6:00,한남오거리,5,1,1
2021년 06월 19일,711번(신탄진~대전역),6:00,대전신학대학교,2,2,0
2021년 06월 19일,711번(신탄진~대전역),6:00,한숲아파트,2,0,0
2021년 06월 19일,711번(신탄진~대전역),6:00,동대전고등학교,2,2,0
2021년 06월 19일,711번(신탄진~대전역),6:00,중리근린공원,3,0,0
2021년 06월 19일,711번(신탄진~대전역),6:00,중리시장,1,1,0
2021년 06월 19일,711번(신탄진~대전역),6:00,유원아파트,1,0,0
2021년 06월 19일,711번(신탄진~대전역),6:00,읍내동현대아파트,1,2,1
2021년 06월 19일,711번(신탄진~대전역),6:00,연축아파트,0,2,0
2021년 06월 19일,711번(신탄진~대전역),6:00,와동현대아파트,3,0,0
2021년 06월 19일,711번(신탄진~대전역),6:00,들말/신대차고지,0,3,0
2021년 06월 19일,711번(신탄진~대전역),6:00,선바위삼거리,0,1,0
2021년 06월 19일,711번(신탄진~대전역),6:00,신탄진한일병원,1,3,0
2021년 06월 19일,711번(신탄진~대전역),6:00,평촌동,0,1,0
2021년 06월 19일,711번(신탄진~대전역),6:00,덕암동주민센터,0,1,0
2021년 06월 19일,711번(신탄진~대전역),6:00,석봉과선교,0,1,0
2021년 06월 19일,711번(신탄진~대전역),6:00,석봉초등학교,0,4,0
2021년 06월 19일,711번(신탄진~대전역),6:00,신탄진고등학교,1,1,0
2021년 06월 19일,711번(신탄진~대전역),6:00,용정초등학교,0,2,0
2021년 06월 19일,711번(신탄진~대전역),6:00,신탄진동행정복지센터,2,1,0
2021년 06월 19일,711번(신탄진~대전역),6:00,신탄진시장,0,7,0
2021년 06월 19일,711번(신탄진~대전역),7:00,금강엑슬루타워,2,0,1
2021년 06월 19일,711번(신탄진~대전역),7:00,신탄진시장,1,0,0
2021년 06월 19일,711번(신탄진~대전역),7:00,새여울아파트,4,0,0
2021년 06월 19일,711번(신탄진~대전역),7:00,신탄진고등학교,9,1,0
2021년 06월 19일,711번(신탄진~대전역),7:00,석봉초등학교,4,1,0
2021년 06월 19일,711번(신탄진~대전역),7:00,남경마을,1,2,1
2021년 06월 19일,711번(신탄진~대전역),7:00,평촌동,1,0,0
2021년 06월 19일,711번(신탄진~대전역),7:00,신탄진한일병원,2,0,0
2021년 06월 19일,711번(신탄진~대전역),7:00,상서삼거리,1,0,0
2021년 06월 19일,711번(신탄진~대전역),7:00,선바위,2,0,0
2021년 06월 19일,711번(신탄진~대전역),7:00,신대주공아파트,5,1,0
2021년 06월 19일,711번(신탄진~대전역),7:00,와동초등학교,0,1,0
2021년 06월 19일,711번(신탄진~대전역),7:00,대한통운종점,0,2,0
2021년 06월 19일,711번(신탄진~대전역),7:00,읍내동현대아파트,2,3,0
2021년 06월 19일,711번(신탄진~대전역),7:00,영진아파트,4,0,1
2021년 06월 19일,711번(신탄진~대전역),7:00,법동주공3단지,6,1,0
2021년 06월 19일,711번(신탄진~대전역),7:00,안산도서관,4,1,0
2021년 06월 19일,711번(신탄진~대전역),7:00,중리시장,6,1,0
2021년 06월 19일,711번(신탄진~대전역),7:00,중리근린공원,2,2,0
2021년 06월 19일,711번(신탄진~대전역),7:00,중리동주민센터,0,4,0
2021년 06월 19일,711번(신탄진~대전역),7:00,한남병원,1,4,1
2021년 06월 19일,711번(신탄진~대전역),7:00,한숲아파트,0,1,0
2021년 06월 19일,711번(신탄진~대전역),7:00,한남로삼거리,1,0,0
2021년 06월 19일,711번(신탄진~대전역),7:00,한남오거리,0,2,0
2021년 06월 19일,711번(신탄진~대전역),7:00,대덕구청,0,1,0
2021년 06월 19일,711번(신탄진~대전역),7:00,솔랑마을아파트,1,0,0
2021년 06월 19일,711번(신탄진~대전역),7:00,한밭자이아파트,0,3,0
2021년 06월 19일,711번(신탄진~대전역),7:00,삼성초등학교,1,7,0
2021년 06월 19일,711번(신탄진~대전역),7:00,대전역,2,5,2
2021년 06월 19일,711번(신탄진~대전역),7:00,으능정이거리,1,2,1
2021년 06월 19일,711번(신탄진~대전역),7:00,대흥동성당,0,2,0
2021년 06월 19일,711번(신탄진~대전역),7:00,대흥동우체국,1,4,0
2021년 06월 19일,711번(신탄진~대전역),7:00,대전역동광장,0,1,0
2021년 06월 19일,711번(신탄진~대전역),7:00,신안동,1,0,1
2021년 06월 19일,711번(신탄진~대전역),7:00,대동역3번출구,1,0,0
2021년 06월 19일,711번(신탄진~대전역),7:00,베스티안우송병원,2,0,1
2021년 06월 19일,711번(신탄진~대전역),7:00,원동네거리,4,0,0
2021년 06월 19일,711번(신탄진~대전역),7:00,대흥동우체국,3,0,0
2021년 06월 19일,711번(신탄진~대전역),7:00,대흥동성당,1,1,0
2021년 06월 19일,711번(신탄진~대전역),7:00,대전역,12,2,5
2021년 06월 19일,711번(신탄진~대전역),7:00,삼성네거리,0,1,0
2021년 06월 19일,711번(신탄진~대전역),7:00,한밭자이아파트,1,1,0
2021년 06월 19일,711번(신탄진~대전역),7:00,대덕구청,1,0,1
2021년 06월 19일,711번(신탄진~대전역),7:00,한남오거리,5,0,0
2021년 06월 19일,711번(신탄진~대전역),7:00,한남대학교,0,1,0
2021년 06월 19일,711번(신탄진~대전역),7:00,대전신학대학교,2,1,0
2021년 06월 19일,711번(신탄진~대전역),7:00,한남로삼거리,2,0,1
2021년 06월 19일,711번(신탄진~대전역),7:00,한숲아파트,4,0,0
2021년 06월 19일,711번(신탄진~대전역),7:00,동대전고등학교,6,2,1
2021년 06월 19일,711번(신탄진~대전역),7:00,중리동주민센터,1,1,0
2021년 06월 19일,711번(신탄진~대전역),7:00,중리근린공원,0,2,0
2021년 06월 19일,711번(신탄진~대전역),7:00,중리시장,2,1,0
2021년 06월 19일,711번(신탄진~대전역),7:00,유원아파트,4,3,0
2021년 06월 19일,711번(신탄진~대전역),7:00,삼정하이츠타운,3,0,0
2021년 06월 19일,711번(신탄진~대전역),7:00,읍내동현대아파트,1,1,1
2021년 06월 19일,711번(신탄진~대전역),7:00,와동현대아파트,0,3,0
2021년 06월 19일,711번(신탄진~대전역),7:00,선바위삼거리,0,3,0
2021년 06월 19일,711번(신탄진~대전역),7:00,신탄진한일병원,0,1,0
2021년 06월 19일,711번(신탄진~대전역),7:00,남경마을,0,2,0
2021년 06월 19일,711번(신탄진~대전역),7:00,석봉과선교,0,3,0
2021년 06월 19일,711번(신탄진~대전역),7:00,석봉초등학교,0,1,0
2021년 06월 19일,711번(신탄진~대전역),7:00,신탄진고등학교,2,1,0
2021년 06월 19일,711번(신탄진~대전역),7:00,용정초등학교,1,0,0
2021년 06월 19일,711번(신탄진~대전역),7:00,신탄진동행정복지센터,0,1,0
2021년 06월 19일,711번(신탄진~대전역),7:00,신탄진시장,0,3,0
2021년 06월 19일,711번(신탄진~대전역),8:00,금강엑슬루타워정문,3,0,0
2021년 06월 19일,711번(신탄진~대전역),8:00,신탄진시장,1,0,0
2021년 06월 19일,711번(신탄진~대전역),8:00,새여울아파트,4,0,0
2021년 06월 19일,711번(신탄진~대전역),8:00,신탄진고등학교,4,2,0
2021년 06월 19일,711번(신탄진~대전역),8:00,석봉초등학교,6,1,1
2021년 06월 19일,711번(신탄진~대전역),8:00,남경마을,0,1,0
2021년 06월 19일,711번(신탄진~대전역),8:00,덕암동주민센터,0,1,0
2021년 06월 19일,711번(신탄진~대전역),8:00,평촌동,2,3,0
2021년 06월 19일,711번(신탄진~대전역),8:00,신탄진한일병원,0,1,0
2021년 06월 19일,711번(신탄진~대전역),8:00,상서삼거리,0,1,0
2021년 06월 19일,711번(신탄진~대전역),8:00,선바위,3,0,0
2021년 06월 19일,711번(신탄진~대전역),8:00,신대주공아파트,9,1,4
2021년 06월 19일,711번(신탄진~대전역),8:00,와동초등학교,9,10,0
2021년 06월 19일,711번(신탄진~대전역),8:00,성우동산,0,1,0
2021년 06월 19일,711번(신탄진~대전역),8:00,대한통운종점,0,1,0
2021년 06월 19일,711번(신탄진~대전역),8:00,읍내동현대아파트,0,4,0
2021년 06월 19일,711번(신탄진~대전역),8:00,영진아파트,4,1,0
2021년 06월 19일,711번(신탄진~대전역),8:00,법동주공3단지,4,0,0
2021년 06월 19일,711번(신탄진~대전역),8:00,안산도서관,8,2,0
2021년 06월 19일,711번(신탄진~대전역),8:00,중리시장,2,0,0
2021년 06월 19일,711번(신탄진~대전역),8:00,중리근린공원,7,0,0
2021년 06월 19일,711번(신탄진~대전역),8:00,중리동주민센터,2,5,0
2021년 06월 19일,711번(신탄진~대전역),8:00,한남병원,4,1,0
2021년 06월 19일,711번(신탄진~대전역),8:00,동대전고등학교,3,0,0
2021년 06월 19일,711번(신탄진~대전역),8:00,한숲아파트,4,0,0
2021년 06월 19일,711번(신탄진~대전역),8:00,한남로삼거리,3,1,0
2021년 06월 19일,711번(신탄진~대전역),8:00,대전신학대학교,1,0,0
2021년 06월 19일,711번(신탄진~대전역),8:00,한남오거리,0,1,0
2021년 06월 19일,711번(신탄진~대전역),8:00,대덕구청,1,3,1
2021년 06월 19일,711번(신탄진~대전역),8:00,솔랑마을아파트,4,1,0
2021년 06월 19일,711번(신탄진~대전역),8:00,한밭자이아파트,1,3,0
2021년 06월 19일,711번(신탄진~대전역),8:00,삼성초등학교,1,5,0
2021년 06월 19일,711번(신탄진~대전역),8:00,대전역,0,17,0
2021년 06월 19일,711번(신탄진~대전역),8:00,으능정이거리,0,6,0
2021년 06월 19일,711번(신탄진~대전역),8:00,대흥동성당,0,8,0
2021년 06월 19일,711번(신탄진~대전역),8:00,대흥동우체국,1,0,0
2021년 06월 19일,711번(신탄진~대전역),8:00,이스트시티아파트,0,2,0
2021년 06월 19일,711번(신탄진~대전역),8:00,대동역3번출구,1,0,1
2021년 06월 19일,711번(신탄진~대전역),8:00,베스티안우송병원,1,0,0
2021년 06월 19일,711번(신탄진~대전역),8:00,원동네거리,1,0,0
2021년 06월 19일,711번(신탄진~대전역),8:00,대흥동우체국,3,1,0
2021년 06월 19일,711번(신탄진~대전역),8:00,대흥동성당,1,0,0
2021년 06월 19일,711번(신탄진~대전역),8:00,대전역,9,2,5
2021년 06월 19일,711번(신탄진~대전역),8:00,삼성초등학교,1,0,1
2021년 06월 19일,711번(신탄진~대전역),8:00,한밭자이아파트,4,0,0
2021년 06월 19일,711번(신탄진~대전역),8:00,솔랑마을아파트,3,0,2
2021년 06월 19일,711번(신탄진~대전역),8:00,대덕구청,1,0,0
2021년 06월 19일,711번(신탄진~대전역),8:00,한남오거리,2,0,0
2021년 06월 19일,711번(신탄진~대전역),8:00,한남대학교,0,1,0
2021년 06월 19일,711번(신탄진~대전역),8:00,대전신학대학교,1,1,0
2021년 06월 19일,711번(신탄진~대전역),8:00,한남로삼거리,3,2,0
2021년 06월 19일,711번(신탄진~대전역),8:00,한숲아파트,3,1,0
2021년 06월 19일,711번(신탄진~대전역),8:00,동대전고등학교,2,0,0
2021년 06월 19일,711번(신탄진~대전역),8:00,중리동주민센터,5,2,1
2021년 06월 19일,711번(신탄진~대전역),8:00,중리근린공원,3,1,0
2021년 06월 19일,711번(신탄진~대전역),8:00,중리시장,5,4,0
2021년 06월 19일,711번(신탄진~대전역),8:00,유원아파트,1,2,0
2021년 06월 19일,711번(신탄진~대전역),8:00,삼정하이츠타운,0,3,0
2021년 06월 19일,711번(신탄진~대전역),8:00,읍내동현대아파트,2,7,2
2021년 06월 19일,711번(신탄진~대전역),8:00,연축아파트,1,1,1
2021년 06월 19일,711번(신탄진~대전역),8:00,와동현대아파트,4,4,3
2021년 06월 19일,711번(신탄진~대전역),8:00,들말/신대차고지,0,1,0
2021년 06월 19일,711번(신탄진~대전역),8:00,선바위삼거리,0,1,0
2021년 06월 19일,711번(신탄진~대전역),8:00,상서삼거리,1,0,0
2021년 06월 19일,711번(신탄진~대전역),8:00,신탄진한일병원,1,2,0
2021년 06월 19일,711번(신탄진~대전역),8:00,덕암동주민센터,3,0,0
2021년 06월 19일,711번(신탄진~대전역),8:00,남경마을,0,3,0
2021년 06월 19일,711번(신탄진~대전역),8:00,석봉과선교,0,3,0
2021년 06월 19일,711번(신탄진~대전역),8:00,석봉초등학교,1,6,0
2021년 06월 19일,711번(신탄진~대전역),8:00,신탄진고등학교,3,5,0
2021년 06월 19일,711번(신탄진~대전역),8:00,용정초등학교,0,4,0
2021년 06월 19일,711번(신탄진~대전역),8:00,신탄진동행정복지센터,1,2,0
2021년 06월 19일,711번(신탄진~대전역),8:00,신탄진시장,0,1,0
2021년 06월 19일,711번(신탄진~대전역),9:00,금강엑슬루타워정문,1,0,0
2021년 06월 19일,711번(신탄진~대전역),9:00,금강엑슬루타워,1,0,0
2021년 06월 19일,711번(신탄진~대전역),9:00,신탄진시장,2,0,0
2021년 06월 19일,711번(신탄진~대전역),9:00,새여울아파트,2,1,0
2021년 06월 19일,711번(신탄진~대전역),9:00,신탄진고등학교,5,0,0
2021년 06월 19일,711번(신탄진~대전역),9:00,석봉초등학교,5,0,0
2021년 06월 19일,711번(신탄진~대전역),9:00,남경마을,1,0,0
2021년 06월 19일,711번(신탄진~대전역),9:00,덕암동주민센터,1,0,0
2021년 06월 19일,711번(신탄진~대전역),9:00,평촌동,2,1,0
2021년 06월 19일,711번(신탄진~대전역),9:00,신대주공아파트,4,1,0
2021년 06월 19일,711번(신탄진~대전역),9:00,와동초등학교,1,1,0
2021년 06월 19일,711번(신탄진~대전역),9:00,성우동산,1,0,1
2021년 06월 19일,711번(신탄진~대전역),9:00,읍내동현대아파트,0,3,0
2021년 06월 19일,711번(신탄진~대전역),9:00,영진아파트,2,1,0
2021년 06월 19일,711번(신탄진~대전역),9:00,법동주공3단지,4,0,0
2021년 06월 19일,711번(신탄진~대전역),9:00,안산도서관,3,0,0
2021년 06월 19일,711번(신탄진~대전역),9:00,중리시장,4,3,0
2021년 06월 19일,711번(신탄진~대전역),9:00,중리근린공원,8,0,1
2021년 06월 19일,711번(신탄진~대전역),9:00,중리동주민센터,4,4,0
2021년 06월 19일,711번(신탄진~대전역),9:00,한남병원,1,3,0
2021년 06월 19일,711번(신탄진~대전역),9:00,동대전고등학교,3,1,0
2021년 06월 19일,711번(신탄진~대전역),9:00,한숲아파트,6,0,0
2021년 06월 19일,711번(신탄진~대전역),9:00,한남로삼거리,10,1,0
2021년 06월 19일,711번(신탄진~대전역),9:00,대전신학대학교,3,2,0
2021년 06월 19일,711번(신탄진~대전역),9:00,한남대학교,4,0,0
2021년 06월 19일,711번(신탄진~대전역),9:00,한남오거리,2,4,0
2021년 06월 19일,711번(신탄진~대전역),9:00,대덕구청,0,3,0
2021년 06월 19일,711번(신탄진~대전역),9:00,솔랑마을아파트,0,2,0
2021년 06월 19일,711번(신탄진~대전역),9:00,한밭자이아파트,3,1,1
2021년 06월 19일,711번(신탄진~대전역),9:00,삼성초등학교,0,7,0
2021년 06월 19일,711번(신탄진~대전역),9:00,대전역,1,19,1
2021년 06월 19일,711번(신탄진~대전역),9:00,으능정이거리,1,8,1
2021년 06월 19일,711번(신탄진~대전역),9:00,대흥동성당,1,6,1
2021년 06월 19일,711번(신탄진~대전역),9:00,대흥동우체국,0,3,0
2021년 06월 19일,711번(신탄진~대전역),9:00,이스트시티아파트,0,1,0
2021년 06월 19일,711번(신탄진~대전역),9:00,대전역동광장,1,0,0
2021년 06월 19일,711번(신탄진~대전역),9:00,대동역3번출구,1,0,0
2021년 06월 19일,711번(신탄진~대전역),9:00,베스티안우송병원,5,0,0
2021년 06월 19일,711번(신탄진~대전역),9:00,원동네거리,9,3,2
2021년 06월 19일,711번(신탄진~대전역),9:00,대흥동성당,2,1,2
2021년 06월 19일,711번(신탄진~대전역),9:00,으능정이거리,2,0,2
2021년 06월 19일,711번(신탄진~대전역),9:00,대전역,8,1,3
2021년 06월 19일,711번(신탄진~대전역),9:00,삼성초등학교,0,1,0
2021년 06월 19일,711번(신탄진~대전역),9:00,삼성네거리,0,2,0
2021년 06월 19일,711번(신탄진~대전역),9:00,한밭자이아파트,1,0,0
2021년 06월 19일,711번(신탄진~대전역),9:00,솔랑마을아파트,0,1,0
2021년 06월 19일,711번(신탄진~대전역),9:00,대덕구청,3,1,2
2021년 06월 19일,711번(신탄진~대전역),9:00,한남오거리,3,0,0
2021년 06월 19일,711번(신탄진~대전역),9:00,한남대학교,0,2,0
2021년 06월 19일,711번(신탄진~대전역),9:00,대전신학대학교,5,5,0
2021년 06월 19일,711번(신탄진~대전역),9:00,한남로삼거리,8,1,0
2021년 06월 19일,711번(신탄진~대전역),9:00,한숲아파트,4,0,0
2021년 06월 19일,711번(신탄진~대전역),9:00,동대전고등학교,1,1,0
2021년 06월 19일,711번(신탄진~대전역),9:00,중리동주민센터,0,3,0
2021년 06월 19일,711번(신탄진~대전역),9:00,중리근린공원,0,1,0
2021년 06월 19일,711번(신탄진~대전역),9:00,중리시장,1,8,0
2021년 06월 19일,711번(신탄진~대전역),9:00,유원아파트,0,3,0
2021년 06월 19일,711번(신탄진~대전역),9:00,삼정하이츠타운,2,2,0
2021년 06월 19일,711번(신탄진~대전역),9:00,읍내동현대아파트,3,0,1
2021년 06월 19일,711번(신탄진~대전역),9:00,정수장,0,2,0
2021년 06월 19일,711번(신탄진~대전역),9:00,대덕구장애인복지관,0,1,0
2021년 06월 19일,711번(신탄진~대전역),9:00,연축아파트,1,2,0
2021년 06월 19일,711번(신탄진~대전역),9:00,와동현대아파트,3,5,1
2021년 06월 19일,711번(신탄진~대전역),9:00,선바위삼거리,0,1,0
2021년 06월 19일,711번(신탄진~대전역),9:00,선바위,0,1,0
2021년 06월 19일,711번(신탄진~대전역),9:00,평촌동,2,0,0
2021년 06월 19일,711번(신탄진~대전역),9:00,남경마을,0,1,0
2021년 06월 19일,711번(신탄진~대전역),9:00,석봉과선교,0,3,0
2021년 06월 19일,711번(신탄진~대전역),9:00,신탄진고등학교,1,0,0
2021년 06월 19일,711번(신탄진~대전역),9:00,용정초등학교,4,2,0
2021년 06월 19일,711번(신탄진~대전역),9:00,신탄진동행정복지센터,0,1,0
2021년 06월 19일,711번(신탄진~대전역),9:00,신탄진시장,0,9,0
2021년 06월 19일,711번(신탄진~대전역),9:00,금강엑슬루타워,0,1,0
2021년 06월 19일,711번(신탄진~대전역),10:00,금강엑슬루타워정문,1,0,0
2021년 06월 19일,711번(신탄진~대전역),10:00,금강엑슬루타워,1,0,0
2021년 06월 19일,711번(신탄진~대전역),10:00,신탄진시장,2,0,1
2021년 06월 19일,711번(신탄진~대전역),10:00,새여울아파트,7,1,0
2021년 06월 19일,711번(신탄진~대전역),10:00,신탄진고등학교,5,0,0
2021년 06월 19일,711번(신탄진~대전역),10:00,석봉초등학교,3,0,0
2021년 06월 19일,711번(신탄진~대전역),10:00,남경마을,1,1,0
2021년 06월 19일,711번(신탄진~대전역),10:00,평촌동,3,0,0
2021년 06월 19일,711번(신탄진~대전역),10:00,신탄진한일병원,1,2,0
2021년 06월 19일,711번(신탄진~대전역),10:00,선바위,2,0,0
2021년 06월 19일,711번(신탄진~대전역),10:00,신대주공아파트,3,4,1
2021년 06월 19일,711번(신탄진~대전역),10:00,와동초등학교,5,1,0
2021년 06월 19일,711번(신탄진~대전역),10:00,읍내동현대아파트,7,0,0
2021년 06월 19일,711번(신탄진~대전역),10:00,영진아파트,1,2,0
